Branch_Type,Branch_ID,Size,Arguments
# Debate File:,30035_T1of1_30035.1.json,,
# Target Argument:,30035.1,,
# Total Branches:,27,,

Pro-branch,Pb1,5,"30035.2,30035.12,30035.11,30035.39,30035.35"
Pro-branch,Pb2,5,"30035.4,30035.37,30035.9,30035.8,30035.7"
Pro-branch,Pb3,3,"30035.5,30035.43,30035.31"
Pro-branch,Pb4,2,"30035.6,30035.47"
Pro-branch,Pb5,1,30035.45
Pro-branch,Pb6,1,30035.49
Pro-branch,Pb7,1,30035.51
Con-branch,Cb1,2,"30035.3,30035.41"
Con-branch,Cb2,2,"30035.10,30035.33"
Con-branch,Cb3,2,"30035.27,30035.29"
Con-branch,Cb4,1,30035.55
Unweakened Pro-branch,UnWPb1,2,"30035.2,30035.12"
Unweakened Pro-branch,UnWPb2,4,"30035.4,30035.9,30035.8,30035.7"
Unweakened Pro-branch,UnWPb3,2,"30035.5,30035.31"
Unweakened Pro-branch,UnWPb4,1,30035.6
Unweakened Pro-branch,UnWPb5,1,30035.45
Unweakened Pro-branch,UnWPb6,1,30035.49
Unweakened Pro-branch,UnWPb7,1,30035.51
Unweakened Con-branch,UnWCb1,2,"30035.3,30035.41"
Unweakened Con-branch,UnWCb2,1,30035.10
Unweakened Con-branch,UnWCb3,2,"30035.27,30035.29"
Unweakened Con-branch,UnWCb4,1,30035.55
Pro-Weakening branch,PWb1,3,"30035.11,30035.39,30035.35"
Pro-Weakening branch,PWb2,1,30035.37
Pro-Weakening branch,PWb3,1,30035.43
Pro-Weakening branch,PWb4,1,30035.47
Con-Weakening branch,CWb1,1,30035.33
