Branch_Type,Branch_ID,Size,Arguments
# Debate File:,1257_T58of152_1257.473.json,,
# Target Argument:,1257.473,,
# Total Branches:,2,,

Con-branch,Cb1,1,1257.759
Unweakened Con-branch,UnWCb1,1,1257.759
