Branch_Type,Branch_ID,Size,Arguments
# Debate File:,33111_T3of11_33111.7.json,,
# Target Argument:,33111.7,,
# Total Branches:,6,,

Pro-branch,Pb1,2,"33111.29,33111.37"
Pro-branch,Pb2,2,"33111.31,33111.33"
Con-branch,Cb1,3,"33111.45,33111.49,33111.47"
Unweakened Pro-branch,UnWPb1,2,"33111.29,33111.37"
Unweakened Pro-branch,UnWPb2,2,"33111.31,33111.33"
Unweakened Con-branch,UnWCb1,3,"33111.45,33111.49,33111.47"
