Branch_Type,Branch_ID,Size,Arguments
# Debate File:,30228_T9of12_30228.155.json,,
# Target Argument:,30228.155,,
# Total Branches:,2,,

Pro-branch,Pb1,6,"30228.157,30228.165,30228.167,30228.163,30228.161,30228.159"
Unweakened Pro-branch,UnWPb1,6,"30228.157,30228.165,30228.167,30228.163,30228.161,30228.159"
