Branch_Type,Branch_ID,Size,Arguments
# Debate File:,38007_T1of1_38007.3.json,,
# Target Argument:,38007.3,,
# Total Branches:,18,,

Pro-branch,Pb1,2,"38007.5,38007.21"
Pro-branch,Pb2,13,"38007.7,38007.54,38007.52,38007.50,38007.46,38007.44,38007.42,38007.15,38007.29,38007.31,38007.33,38007.35,38007.17"
Pro-branch,Pb3,1,38007.9
Pro-branch,Pb4,4,"38007.11,38007.27,38007.25,38007.23"
Pro-branch,Pb5,1,38007.40
Con-branch,Cb1,2,"38007.13,38007.19"
Con-branch,Cb2,1,38007.38
Con-branch,Cb3,1,38007.56
Unweakened Pro-branch,UnWPb1,2,"38007.5,38007.21"
Unweakened Pro-branch,UnWPb2,11,"38007.7,38007.54,38007.52,38007.50,38007.46,38007.44,38007.42,38007.15,38007.33,38007.35,38007.17"
Unweakened Pro-branch,UnWPb3,1,38007.9
Unweakened Pro-branch,UnWPb4,4,"38007.11,38007.27,38007.25,38007.23"
Unweakened Pro-branch,UnWPb5,1,38007.40
Unweakened Con-branch,UnWCb1,1,38007.13
Unweakened Con-branch,UnWCb2,1,38007.38
Unweakened Con-branch,UnWCb3,1,38007.56
Pro-Weakening branch,PWb1,2,"38007.29,38007.31"
Con-Weakening branch,CWb1,1,38007.19
