Branch_Type,Branch_ID,Size,Arguments
# Debate File:,29923_T2of8_29923.7.json,,
# Target Argument:,29923.7,,
# Total Branches:,6,,

Pro-branch,Pb1,1,29923.60
Con-branch,Cb1,2,"29923.16,29923.17"
Con-branch,Cb2,1,29923.58
Unweakened Pro-branch,UnWPb1,1,29923.60
Unweakened Con-branch,UnWCb1,2,"29923.16,29923.17"
Unweakened Con-branch,UnWCb2,1,29923.58
