Branch_Type,Branch_ID,Size,Arguments
# Debate File:,11266_T1of1_11266.1.json,,
# Target Argument:,11266.1,,
# Total Branches:,23,,

Pro-branch,Pb1,7,"11266.3,11266.41,11266.17,11266.13,11266.34,11266.27,11266.11"
Pro-branch,Pb2,4,"11266.5,11266.35,11266.12,11266.36"
Pro-branch,Pb3,10,"11266.8,11266.40,11266.42,11266.37,11266.24,11266.51,11266.2,11266.30,11266.21,11266.20"
Pro-branch,Pb4,4,"11266.9,11266.90,11266.48,11266.38"
Con-branch,Cb1,5,"11266.4,11266.23,11266.33,11266.14,11266.32"
Con-branch,Cb2,4,"11266.7,11266.31,11266.28,11266.6"
Con-branch,Cb3,4,"11266.10,11266.44,11266.43,11266.22"
Unweakened Pro-branch,UnWPb1,3,"11266.3,11266.41,11266.17"
Unweakened Pro-branch,UnWPb2,2,"11266.5,11266.35"
Unweakened Pro-branch,UnWPb3,5,"11266.8,11266.40,11266.42,11266.37,11266.24"
Unweakened Pro-branch,UnWPb4,4,"11266.9,11266.90,11266.48,11266.38"
Unweakened Con-branch,UnWCb1,3,"11266.4,11266.14,11266.32"
Unweakened Con-branch,UnWCb2,2,"11266.7,11266.6"
Unweakened Con-branch,UnWCb3,3,"11266.10,11266.43,11266.22"
Pro-Weakening branch,PWb1,4,"11266.2,11266.30,11266.21,11266.20"
Pro-Weakening branch,PWb2,1,11266.11
Pro-Weakening branch,PWb3,3,"11266.13,11266.34,11266.27"
Pro-Weakening branch,PWb4,2,"11266.12,11266.36"
Pro-Weakening branch,PWb5,1,11266.51
Con-Weakening branch,CWb1,2,"11266.23,11266.33"
Con-Weakening branch,CWb2,1,11266.28
Con-Weakening branch,CWb3,1,11266.31
Con-Weakening branch,CWb4,1,11266.44
