Branch_Type,Branch_ID,Size,Arguments
# Debate File:,46395_T2of9_46395.5.json,,
# Target Argument:,46395.5,,
# Total Branches:,15,,

Pro-branch,Pb1,1,46395.13
Pro-branch,Pb2,10,"46395.25,46395.51,46395.93,46395.89,46395.53,46395.73,46395.75,46395.81,46395.87,46395.45"
Pro-branch,Pb3,1,46395.59
Pro-branch,Pb4,1,46395.122
Con-branch,Cb1,2,"46395.11,46395.47"
Con-branch,Cb2,2,"46395.49,46395.108"
Unweakened Pro-branch,UnWPb1,1,46395.13
Unweakened Pro-branch,UnWPb2,3,"46395.25,46395.51,46395.89"
Unweakened Pro-branch,UnWPb3,1,46395.59
Unweakened Pro-branch,UnWPb4,1,46395.122
Unweakened Con-branch,UnWCb1,2,"46395.11,46395.47"
Unweakened Con-branch,UnWCb2,2,"46395.49,46395.108"
Pro-Weakening branch,PWb1,1,46395.45
Pro-Weakening branch,PWb2,5,"46395.53,46395.73,46395.75,46395.81,46395.87"
Pro-Weakening branch,PWb3,1,46395.93
