Branch_Type,Branch_ID,Size,Arguments
# Debate File:,58979_T1of1_58979.3.json,,
# Target Argument:,58979.3,,
# Total Branches:,14,,

Pro-branch,Pb1,1,58979.5
Pro-branch,Pb2,1,58979.7
Pro-branch,Pb3,1,58979.9
Pro-branch,Pb4,1,58979.13
Pro-branch,Pb5,1,58979.15
Con-branch,Cb1,1,58979.11
Con-branch,Cb2,1,58979.17
Unweakened Pro-branch,UnWPb1,1,58979.5
Unweakened Pro-branch,UnWPb2,1,58979.7
Unweakened Pro-branch,UnWPb3,1,58979.9
Unweakened Pro-branch,UnWPb4,1,58979.13
Unweakened Pro-branch,UnWPb5,1,58979.15
Unweakened Con-branch,UnWCb1,1,58979.11
Unweakened Con-branch,UnWCb2,1,58979.17
