Branch_Type,Branch_ID,Size,Arguments
# Debate File:,56917_T1of1_56917.3.json,,
# Target Argument:,56917.3,,
# Total Branches:,23,,

Pro-branch,Pb1,4,"56917.9,56917.25,56917.63,56917.36"
Pro-branch,Pb2,27,"56917.82,56917.52,56917.32,56917.46,56917.48,56917.30,56917.102,56917.77,56917.54,56917.50,56917.80,56917.15,56917.71,56917.23,56917.11,56917.69,56917.42,56917.44,56917.21,56917.5,56917.19,56917.75,56917.7,56917.38,56917.65,56917.34,56917.27"
Pro-branch,Pb3,3,"56917.92,56917.57,56917.67"
Con-branch,Cb1,2,"56917.13,56917.40"
Con-branch,Cb2,4,"56917.17,56917.90,56917.99,56917.73"
Unweakened Pro-branch,UnWPb1,1,56917.9
Unweakened Pro-branch,UnWPb2,6,"56917.82,56917.52,56917.32,56917.15,56917.5,56917.7"
Unweakened Pro-branch,UnWPb3,2,"56917.92,56917.57"
Unweakened Con-branch,UnWCb1,1,56917.13
Unweakened Con-branch,UnWCb2,1,56917.17
Pro-Weakening branch,PWb1,1,56917.36
Pro-Weakening branch,PWb2,2,"56917.25,56917.63"
Pro-Weakening branch,PWb3,5,"56917.11,56917.69,56917.42,56917.44,56917.21"
Pro-Weakening branch,PWb4,8,"56917.46,56917.48,56917.30,56917.102,56917.77,56917.54,56917.50,56917.80"
Pro-Weakening branch,PWb5,2,"56917.19,56917.75"
Pro-Weakening branch,PWb6,1,56917.27
Pro-Weakening branch,PWb7,1,56917.34
Pro-Weakening branch,PWb8,2,"56917.38,56917.65"
Pro-Weakening branch,PWb9,1,56917.23
Pro-Weakening branch,PWb10,1,56917.71
Pro-Weakening branch,PWb11,1,56917.67
Con-Weakening branch,CWb1,1,56917.40
Con-Weakening branch,CWb2,3,"56917.90,56917.99,56917.73"
