Branch_Type,Branch_ID,Size,Arguments
# Debate File:,43808_T1of1_43808.3.json,,
# Target Argument:,43808.3,,
# Total Branches:,17,,

Pro-branch,Pb1,8,"43808.5,43808.135,43808.23,43808.145,43808.35,43808.33,43808.25,43808.21"
Pro-branch,Pb2,36,"43808.11,43808.108,43808.27,43808.15,43808.41,43808.43,43808.17,43808.49,43808.80,43808.67,43808.65,43808.31,43808.96,43808.112,43808.29,43808.19,43808.114,43808.104,43808.106,43808.86,43808.102,43808.37,43808.92,43808.120,43808.130,43808.133,43808.122,43808.126,43808.124,43808.128,43808.118,43808.90,43808.98,43808.100,43808.45,43808.47"
Pro-branch,Pb3,1,43808.116
Con-branch,Cb1,18,"43808.51,43808.141,43808.143,43808.137,43808.147,43808.150,43808.139,43808.71,43808.53,43808.7,43808.76,43808.39,43808.9,43808.59,43808.78,43808.61,43808.63,43808.110"
Unweakened Pro-branch,UnWPb1,2,"43808.5,43808.21"
Unweakened Pro-branch,UnWPb2,5,"43808.11,43808.108,43808.19,43808.86,43808.102"
Unweakened Pro-branch,UnWPb3,1,43808.116
Unweakened Con-branch,UnWCb1,6,"43808.51,43808.71,43808.53,43808.7,43808.76,43808.39"
Pro-Weakening branch,PWb1,5,"43808.23,43808.145,43808.35,43808.33,43808.25"
Pro-Weakening branch,PWb2,1,43808.135
Pro-Weakening branch,PWb3,13,"43808.27,43808.15,43808.41,43808.43,43808.17,43808.49,43808.80,43808.67,43808.65,43808.31,43808.96,43808.112,43808.29"
Pro-Weakening branch,PWb4,15,"43808.37,43808.92,43808.120,43808.130,43808.133,43808.122,43808.126,43808.124,43808.128,43808.118,43808.90,43808.98,43808.100,43808.45,43808.47"
Pro-Weakening branch,PWb5,2,"43808.104,43808.106"
Pro-Weakening branch,PWb6,1,43808.114
Con-Weakening branch,CWb1,4,"43808.137,43808.147,43808.150,43808.139"
Con-Weakening branch,CWb2,2,"43808.141,43808.143"
Con-Weakening branch,CWb3,6,"43808.9,43808.59,43808.78,43808.61,43808.63,43808.110"
