Branch_Type,Branch_ID,Size,Arguments
# Debate File:,46180_T18of29_46180.51.json,,
# Target Argument:,46180.51,,
# Total Branches:,6,,

Pro-branch,Pb1,5,"46180.155,46180.209,46180.157,46180.159,46180.235"
Con-branch,Cb1,1,46180.63
Unweakened Pro-branch,UnWPb1,2,"46180.155,46180.157"
Unweakened Con-branch,UnWCb1,1,46180.63
Pro-Weakening branch,PWb1,1,46180.209
Pro-Weakening branch,PWb2,2,"46180.159,46180.235"
