Branch_Type,Branch_ID,Size,Arguments
# Debate File:,15349_T12of13_15349.81.json,,
# Target Argument:,15349.81,,
# Total Branches:,3,,

Pro-branch,Pb1,2,"15349.82,15349.165"
Unweakened Pro-branch,UnWPb1,1,15349.82
Pro-Weakening branch,PWb1,1,15349.165
