Branch_Type,Branch_ID,Size,Arguments
# Debate File:,1221_T21of26_1221.21.json,,
# Target Argument:,1221.21,,
# Total Branches:,12,,

Pro-branch,Pb1,1,1221.66
Pro-branch,Pb2,1,1221.164
Pro-branch,Pb3,1,1221.165
Pro-branch,Pb4,1,1221.167
Con-branch,Cb1,3,"1221.65,1221.166,1221.118"
Con-branch,Cb2,1,1221.190
Unweakened Pro-branch,UnWPb1,1,1221.66
Unweakened Pro-branch,UnWPb2,1,1221.164
Unweakened Pro-branch,UnWPb3,1,1221.165
Unweakened Pro-branch,UnWPb4,1,1221.167
Unweakened Con-branch,UnWCb1,3,"1221.65,1221.166,1221.118"
Unweakened Con-branch,UnWCb2,1,1221.190
