Branch_Type,Branch_ID,Size,Arguments
# Debate File:,41790_T6of17_41790.13.json,,
# Target Argument:,41790.13,,
# Total Branches:,2,,

Con-branch,Cb1,1,41790.42
Unweakened Con-branch,UnWCb1,1,41790.42
